BaitUnit,Protein,gamma1,gamma2,gamma3,lambda1,lambda2,lambda3,pi1,pi2,pi3,rep1,rep2,tau
Treat_TMEMmyc,CPT1A,0.01902862152468172,4.6735574095458384e-11,0.9809713784276016,6.335755677369945,7.9196945967109125,9.503633516075967,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,12.0,14.0,0.03162277660168379
Treat_TMEMmyc,CPT2,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
Treat_TMEMV5,CPT2,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
Treat_TMEMmyc,CPVL,0.0038170255824634186,2.2887869913814772e-11,0.9961829743936524,6.33575567736901,7.9196945967109125,9.503633516089577,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,19.0,11.0,0.03162277660168379
Treat_TMEMV5,CPVL,0.01578776825345473,5.8170548283225735e-11,0.9842122316873904,5.789256068912494,7.2365700861392535,8.683884103394506,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,13.0,12.0,0.03162277660168379
Treat_TMEMmyc,CRACD,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,1.0,0.03162277660168379
Treat_TMEMV5,CRACD,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
Treat_TMEMV5,CRADD,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,1.0,0.03162277660168379
Treat_TMEMmyc,CRADD,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
Treat_TMEMV5,CRAMP1,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,1.0,0.03162277660168379
Treat_TMEMmyc,CRAMP1,0.9954274374145274,1.4431768765543875e-11,0.0045725625700453725,6.335755677320629,7.9196945967109125,9.503633516052895,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,2.0,0.03162277660168379
Treat_TMEMV5,CRBN,0.9726479568524512,5.164732658517016e-11,0.02735204309492879,5.7892560688817,7.2365700861392535,8.683884103366017,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,3.0,0.03162277660168379
Treat_TMEMmyc,CRBN,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,0.0,0.03162277660168379
Treat_TMEMV5,CRCP,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,1.0,0.03162277660168379
Treat_TMEMmyc,CRCP,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
Treat_TMEMV5,CREB1,0.9404924686576229,7.803106158919648e-11,0.05950753126340539,5.7892560688929535,7.2365700861392535,8.68388410336512,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,3.0,0.03162277660168379
Treat_TMEMmyc,CREB1,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,4.0,0.03162277660168379
Treat_TMEMV5,CREB5,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,2.0,0.03162277660168379
Treat_TMEMmyc,CREB5,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,2.0,0.03162277660168379
Treat_TMEMmyc,CREBBP,7.796830822262965e-10,2.251017705283636e-14,0.9999999992192943,6.335755677368679,7.9196945967109125,9.50363351621616,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,39.0,29.0,0.03162277660168379
Treat_TMEMV5,CREBBP,3.6630866326323965e-05,3.836010607799736e-12,0.9999633691288375,5.789256068911343,7.2365700861392535,8.683884103449563,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,26.0,14.0,0.03162277660168379
Treat_TMEMV5,CRKL,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,1.0,0.03162277660168379
Treat_TMEMmyc,CRKL,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,1.0,0.03162277660168379
Treat_TMEMV5,CRLF3,0.5811534255508657,1.8393444802876013e-10,0.4188465742646186,5.789256068919024,7.2365700861392535,8.683884103362013,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,7.0,0.03162277660168379
Treat_TMEMmyc,CRLF3,0.6265670092828307,1.3218970542990098e-10,0.3734329905843529,6.3357556773759605,7.9196945967109125,9.50363351604816,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,8.0,0.03162277660168379
Treat_TMEMmyc,CRMP1,0.8499121843822196,9.180664715958018e-11,0.1500878155251238,6.335755677365831,7.9196945967109125,9.503633516049641,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,4.0,0.03162277660168379
Treat_TMEMV5,CRMP1,0.9404924686576229,7.803106158919648e-11,0.05950753126340539,5.7892560688929535,7.2365700861392535,8.68388410336512,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,4.0,0.03162277660168379
Treat_TMEMmyc,CRNKL1,5.121274255696575e-07,4.161775275802845e-13,0.9999994878711582,6.335755677368679,7.9196945967109125,9.503633516162921,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,28.0,24.0,0.03162277660168379
Treat_TMEMV5,CRNKL1,1.6280716353710014e-05,2.6639504679882444e-12,0.9999837192799823,5.789256068911341,7.2365700861392535,8.68388410345685,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,23.0,19.0,0.03162277660168379
Treat_TMEMmyc,CROCC,0.5279837364288784,1.3923892727383926e-10,0.47201626343135467,6.335755677377451,7.9196945967109125,9.503633516048417,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,8.0,0.03162277660168379
Treat_TMEMV5,CROCC,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,2.0,0.03162277660168379
Treat_TMEMmyc,CRTAP,0.4271684974125395,1.4081514079176955e-10,0.5728315024460726,6.335755677377908,7.9196945967109125,9.503633516049314,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,9.0,0.03162277660168379
Treat_TMEMV5,CRTAP,0.8753779897524312,1.1348222492003062e-10,0.12462201013321092,5.789256068903789,7.2365700861392535,8.683884103363807,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,5.0,5.0,0.03162277660168379
Treat_TMEMV5,CRTC2,0.5811534255508657,1.8393444802876013e-10,0.4188465742646186,5.789256068919024,7.2365700861392535,8.683884103362013,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,5.0,0.03162277660168379
Treat_TMEMmyc,CRTC2,0.6265670092828307,1.3218970542990098e-10,0.3734329905843529,6.3357556773759605,7.9196945967109125,9.50363351604816,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,8.0,7.0,0.03162277660168379
Treat_TMEMmyc,CRTC3,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,4.0,2.0,0.03162277660168379
Treat_TMEMV5,CRTC3,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
Treat_TMEMV5,CRYAB,0.997537276384094,1.3885490406123957e-11,0.0024627236010229137,5.789256068848247,7.2365700861392535,8.683884103366996,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,0.0,0.03162277660168379
Treat_TMEMmyc,CRYAB,0.9986407930777661,7.412918371640255e-12,0.001359206913822401,6.33575567730552,7.9196945967109125,9.503633516053053,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,0.0,0.03162277660168379
Treat_TMEMmyc,CRYBG3,0.06144472754006427,7.726714002125585e-11,0.93855527238173,6.335755677371847,7.9196945967109125,9.503633516065609,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,17.0,6.0,0.03162277660168379
Treat_TMEMV5,CRYBG3,0.824031743579531,1.3353225229701976e-10,0.17596825628611265,5.789256068908733,7.2365700861392535,8.68388410336307,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,4.0,0.03162277660168379
Treat_TMEMV5,CRYZ,0.9876559615507305,3.356431828102796e-11,0.012344038414717283,5.789256068870452,7.2365700861392535,8.68388410336655,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,1.0,0.03162277660168379
Treat_TMEMmyc,CRYZ,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
Treat_TMEMV5,CRYZL1,0.9815975227777658,4.1698036767648384e-11,0.018402477179554507,5.789256068876065,7.2365700861392535,8.68388410336632,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,3.0,2.0,0.03162277660168379
Treat_TMEMmyc,CRYZL1,0.9931568016022484,1.799856118353332e-11,0.006843198378759802,6.335755677325694,7.9196945967109125,9.503633516052798,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,2.0,0.03162277660168379
Treat_TMEMmyc,CS,7.68190941666061e-07,4.994129052261379e-13,0.9999992318075589,6.335755677368679,7.9196945967109125,9.503633516159594,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,31.0,20.0,0.03162277660168379
Treat_TMEMV5,CS,7.2359393826091585e-06,1.8499823354903614e-12,0.9999927640577673,5.78925606891134,7.2365700861392535,8.68388410346413,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,24.0,20.0,0.03162277660168379
Treat_TMEMmyc,CSDE1,1.2227992320744915e-18,2.473526729269182e-18,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516382532,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,63.0,55.0,0.03162277660168379
Treat_TMEMV5,CSDE1,1.9679883263357047e-16,3.283189574406609e-17,0.9999999999989997,5.789256068911337,7.2365700861392535,8.683884103682626,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,56.0,48.0,0.03162277660168379
Treat_TMEMV5,CSE1L,8.394290914908954e-36,6.402637133850342e-26,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884104083196,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,117.0,97.0,0.03162277660168379
Treat_TMEMmyc,CSE1L,4.445001493825569e-33,7.95159823013212e-25,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516655382,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,109.0,91.0,0.03162277660168379
Treat_TMEMV5,CSK,0.0009379628294476628,1.6479276228693632e-11,0.999062037153074,5.789256068911443,7.2365700861392535,8.683884103420384,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,19.0,13.0,0.03162277660168379
Treat_TMEMmyc,CSK,0.01902862152468172,4.6735574095458384e-11,0.9809713784276016,6.335755677369945,7.9196945967109125,9.503633516075967,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,14.0,12.0,0.03162277660168379
Treat_TMEMV5,CSNK1A1,0.034835019550115684,8.214449177729426e-11,0.9651649803667747,5.78925606891351,7.2365700861392535,8.683884103386946,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,15.0,8.0,0.03162277660168379
Treat_TMEMmyc,CSNK1A1,0.5279837364288784,1.3923892727383926e-10,0.47201626343135467,6.335755677377451,7.9196945967109125,9.503633516048417,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,10.0,6.0,0.03162277660168379
Treat_TMEMmyc,CSNK1D,0.4271684974125395,1.4081514079176955e-10,0.5728315024460726,6.335755677377908,7.9196945967109125,9.503633516049314,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,11.0,6.0,0.03162277660168379
Treat_TMEMV5,CSNK1D,0.4805211142474434,1.901055341610159e-10,0.5194788855619316,5.789256068920318,7.2365700861392535,8.68388410336267,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,10.0,5.0,0.03162277660168379
Treat_TMEMV5,CSNK1E,0.034835019550115684,8.214449177729426e-11,0.9651649803667747,5.78925606891351,7.2365700861392535,8.683884103386946,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,15.0,8.0,0.03162277660168379
Treat_TMEMmyc,CSNK1E,0.06144472754006427,7.726714002125585e-11,0.93855527238173,6.335755677371847,7.9196945967109125,9.503633516065609,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,15.0,8.0,0.03162277660168379
Treat_TMEMV5,CSNK1G2,0.9726479568524512,5.164732658517016e-11,0.02735204309492879,5.7892560688817,7.2365700861392535,8.683884103366017,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,2.0,0.03162277660168379
Treat_TMEMmyc,CSNK1G2,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
Treat_TMEMV5,CSNK1G3,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,3.0,0.03162277660168379
Treat_TMEMmyc,CSNK1G3,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
Treat_TMEMmyc,CSNK2A1,2.592639698137277e-06,8.629839258116598e-13,0.9999974073584389,6.335755677368681,7.9196945967109125,9.50363351614961,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,30.0,18.0,0.03162277660168379
Treat_TMEMV5,CSNK2A1,4.823971223619186e-06,1.541655664649708e-12,0.9999951760262346,5.789256068911339,7.2365700861392535,8.683884103467774,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,25.0,20.0,0.03162277660168379
Treat_TMEMmyc,CSNK2A2,2.99736360619758e-08,1.161475659190009e-13,0.9999999700252478,6.335755677368679,7.9196945967109125,9.503633516186213,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,37.0,22.0,0.03162277660168379
Treat_TMEMV5,CSNK2A2,2.8233704656606593e-07,4.302497563169701e-13,0.9999997176615232,5.789256068911337,7.2365700861392535,8.683884103493265,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,35.0,17.0,0.03162277660168379
Treat_TMEMmyc,CSNK2B,0.041819684738615436,6.573565311684826e-11,0.9581803151946906,6.3357556773710435,7.9196945967109125,9.503633516069057,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,16.0,8.0,0.03162277660168379
Treat_TMEMV5,CSNK2B,0.15448937267204707,1.492179076686991e-10,0.8455106271778894,5.7892560689176,7.2365700861392535,8.683884103372177,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,11.0,8.0,0.03162277660168379
Treat_TMEMmyc,CSPP1,0.7905836945143103,1.0674755525649577e-10,0.2094163053781514,6.335755677369975,7.9196945967109125,9.503633516048954,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,6.0,0.03162277660168379
Treat_TMEMV5,CSPP1,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,0.0,1.0,0.03162277660168379
Treat_TMEMV5,CSRP2,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,3.0,0.03162277660168379
Treat_TMEMmyc,CSRP2,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,6.0,1.0,0.03162277660168379
Treat_TMEMV5,CSTA,0.9726479568524512,5.164732658517016e-11,0.02735204309492879,5.7892560688817,7.2365700861392535,8.683884103366017,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,4.0,0.03162277660168379
Treat_TMEMmyc,CSTA,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,1.0,0.03162277660168379
Treat_TMEMmyc,CSTB,0.9897702046676986,2.2421484147619252e-11,0.010229795308889985,6.335755677330781,7.9196945967109125,9.503633516052664,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,2.0,0.03162277660168379
Treat_TMEMV5,CSTB,0.9917366399511276,2.6962396242920722e-11,0.008263360020918037,5.789256068864867,7.2365700861392535,8.683884103366719,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,2.0,1.0,0.03162277660168379
Treat_TMEMmyc,CSTF1,0.06144472754006427,7.726714002125585e-11,0.93855527238173,6.335755677371847,7.9196945967109125,9.503633516065609,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,12.0,11.0,0.03162277660168379
Treat_TMEMV5,CSTF1,0.5811534255508657,1.8393444802876013e-10,0.4188465742646186,5.789256068919024,7.2365700861392535,8.683884103362013,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,6.0,0.03162277660168379
Treat_TMEMmyc,CSTF2,0.041819684738615436,6.573565311684826e-11,0.9581803151946906,6.3357556773710435,7.9196945967109125,9.503633516069057,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,15.0,9.0,0.03162277660168379
Treat_TMEMV5,CSTF2,0.10858463939095751,1.3109941168321e-10,0.8914153604770515,5.789256068916333,7.2365700861392535,8.683884103375695,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,12.0,8.0,0.03162277660168379
Treat_TMEMmyc,CSTF2T,0.0007562969336570968,1.1071658899114188e-11,0.999243703054272,6.335755677368759,7.9196945967109125,9.503633516102989,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,23.0,11.0,0.03162277660168379
Treat_TMEMV5,CSTF2T,0.010580861565768871,4.873191295224401e-11,0.9894191383845097,5.789256068912172,7.2365700861392535,8.683884103398253,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,14.0,12.0,0.03162277660168379
Treat_TMEMmyc,CSTF3,7.796830822262965e-10,2.251017705283636e-14,0.9999999992192943,6.335755677368679,7.9196945967109125,9.50363351621616,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,37.0,31.0,0.03162277660168379
Treat_TMEMV5,CSTF3,5.5770293432037486e-08,2.0748931989995674e-13,0.999999944228499,5.789256068911337,7.2365700861392535,8.683884103507832,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,30.0,26.0,0.03162277660168379
Treat_TMEMmyc,CTBP1,0.08941990059464336,8.995688003233824e-11,0.9105800993144891,6.335755677372843,7.9196945967109125,9.503633516062207,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,12.0,10.0,0.03162277660168379
Treat_TMEMV5,CTBP1,0.29133993395450675,1.8009527873921048e-10,0.7086600658646892,5.789256068919965,7.2365700861392535,8.683884103366202,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,7.0,10.0,0.03162277660168379
Treat_TMEMmyc,CTBP2,0.0057146319255852686,2.7413125595805894e-11,0.9942853680460073,6.335755677369145,7.9196945967109125,9.5036335160862,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,19.0,10.0,0.03162277660168379
Treat_TMEMV5,CTBP2,0.051358000842880655,9.6885879380384e-11,0.9486419990592847,5.789256068914261,7.2365700861392535,8.683884103383154,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,12.0,10.0,0.03162277660168379
Treat_TMEMV5,CTC1,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
Treat_TMEMmyc,CTC1,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,1.0,0.0,0.03162277660168379
Treat_TMEMV5,CTCF,0.9595254658927823,6.368815761536564e-11,0.040474534042569815,5.789256068887341,7.2365700861392535,8.68388410336562,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,3.0,0.03162277660168379
Treat_TMEMmyc,CTCF,0.9772735689410703,3.459124232041723e-11,0.022726431023361054,6.335755677341014,7.9196945967109125,9.503633516052231,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,4.0,0.03162277660168379
Treat_TMEMV5,CTDNEP1,0.9404924686576229,7.803106158919648e-11,0.05950753126340539,5.7892560688929535,7.2365700861392535,8.68388410336512,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,4.0,4.0,0.03162277660168379
Treat_TMEMmyc,CTDNEP1,0.9502780336897603,5.255580867448235e-11,0.04972196625673359,6.3357556773512655,7.9196945967109125,9.503633516051483,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,5.0,4.0,0.03162277660168379
Treat_TMEMV5,CTDP1,0.29133993395450675,1.8009527873921048e-10,0.7086600658646892,5.789256068919965,7.2365700861392535,8.683884103366202,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,8.0,0.03162277660168379
Treat_TMEMmyc,CTDP1,0.4271684974125395,1.4081514079176955e-10,0.5728315024460726,6.335755677377908,7.9196945967109125,9.503633516049314,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,9.0,8.0,0.03162277660168379
Treat_TMEMV5,CTDSPL2,0.9944758773588304,2.1629494427258315e-11,0.005524122618545647,5.789256068859305,7.2365700861392535,8.683884103366841,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,1.0,0.03162277660168379
Treat_TMEMmyc,CTDSPL2,0.9979625742605418,9.259854935286201e-12,0.0020374257292002235,6.335755677310544,7.9196945967109125,9.503633516053016,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,0.0,1.0,0.03162277660168379
Treat_TMEMV5,CTH,0.9133178241522387,9.472053440397932e-11,0.08668217575212736,5.7892560688984736,7.2365700861392535,8.683884103364509,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,6.0,3.0,0.03162277660168379
Treat_TMEMmyc,CTH,0.9847333941340946,2.7884230201029288e-11,0.015266605837036375,6.335755677335889,7.9196945967109125,9.50363351605248,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,3.0,3.0,0.03162277660168379
Treat_TMEMV5,CTIF,0.9963104577414451,1.7335516714882448e-11,0.0036895422402230494,5.789256068853768,7.2365700861392535,8.683884103366932,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,1.0,0.0,0.03162277660168379
Treat_TMEMmyc,CTIF,0.996946971552935,1.1563039252444136e-11,0.0030530284345049357,6.3357556773155785,7.9196945967109125,9.503633516052968,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,2.0,0.0,0.03162277660168379
Treat_TMEMV5,CTNNA1,0.004730411713381417,3.404171212985663e-11,0.9952695882515816,5.789256068911762,7.2365700861392535,8.683884103405685,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,20.0,8.0,0.03162277660168379
Treat_TMEMmyc,CTNNA1,0.12838956004178387,1.0332844633705858e-10,0.871610439854016,6.335755677374017,7.9196945967109125,9.503633516058919,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,15.0,6.0,0.03162277660168379
Treat_TMEMV5,CTNNAL1,0.7573931661674845,1.5341704998128562e-10,0.24260683367834102,5.7892560689130805,7.2365700861392535,8.683884103362407,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,4.0,0.03162277660168379
Treat_TMEMmyc,CTNNAL1,0.8946719716791026,7.731324297893462e-11,0.10532802824268951,6.335755677361215,7.9196945967109125,9.503633516050334,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,6.0,5.0,0.03162277660168379
Treat_TMEMmyc,CTNNB1,0.01902862152468172,4.6735574095458384e-11,0.9809713784276016,6.335755677369945,7.9196945967109125,9.503633516075967,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,14.0,12.0,0.03162277660168379
Treat_TMEMV5,CTNNB1,0.07510829531610355,1.1335228195843922e-10,0.9248917045696192,5.789256068915203,7.2365700861392535,8.683884103379384,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,9.0,12.0,0.03162277660168379
Treat_TMEMV5,CTNNBL1,0.7573931661674845,1.5341704998128562e-10,0.24260683367834102,5.7892560689130805,7.2365700861392535,8.683884103362407,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,8.0,4.0,0.03162277660168379
Treat_TMEMmyc,CTNNBL1,0.8946719716791026,7.731324297893462e-11,0.10532802824268951,6.335755677361215,7.9196945967109125,9.503633516050334,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,7.0,4.0,0.03162277660168379
Treat_TMEMV5,CTNND1,5.195768367746052e-21,2.868029154941167e-19,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103777306,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,65.0,65.0,0.03162277660168379
Treat_TMEMmyc,CTNND1,1.4136806298012154e-20,3.3290697990229084e-19,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516419134,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,63.0,66.0,0.03162277660168379
Treat_TMEMV5,CTPS1,1.9974279075347023e-19,1.479840049470452e-18,0.9999999999989999,5.789256068911337,7.2365700861392535,8.683884103744532,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,60.0,61.0,0.03162277660168379
Treat_TMEMmyc,CTPS1,5.434663252903725e-19,1.7177268950852922e-18,0.9999999999989999,6.335755677368679,7.9196945967109125,9.503633516389186,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,66.0,54.0,0.03162277660168379
Treat_TMEMmyc,CTPS2,5.121274255696575e-07,4.161775275802845e-13,0.9999994878711582,6.335755677368679,7.9196945967109125,9.503633516162921,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,30.0,22.0,0.03162277660168379
