rank,Protein,BaitUnit,gamma3,pi1,pi2,pi3,rep1,rep2,gamma3_avg,FDR
1,COPA,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,92.0,82.0,0.9999999999989999,1.000088900582341e-12
1,COPA,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,101.0,72.0,0.9999999999989999,1.000088900582341e-12
1,COPB1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,100.0,73.0,0.9999999999989999,1.000088900582341e-12
1,COPB1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,105.0,87.0,0.9999999999989999,1.000088900582341e-12
1,COPG2,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,57.0,54.0,0.9999999999989999,1.000088900582341e-12
1,COPG2,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,64.0,54.0,0.9999999999989999,1.000088900582341e-12
1,CSE1L,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,117.0,97.0,0.9999999999989999,1.000088900582341e-12
1,CSE1L,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,109.0,91.0,0.9999999999989999,1.000088900582341e-12
1,CTNND1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,65.0,65.0,0.9999999999989999,1.000088900582341e-12
1,CTNND1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,63.0,66.0,0.9999999999989999,1.000088900582341e-12
1,CTPS1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,60.0,61.0,0.9999999999989999,1.000088900582341e-12
1,CTPS1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,66.0,54.0,0.9999999999989999,1.000088900582341e-12
1,CYFIP1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,79.0,54.0,0.9999999999989999,1.000088900582341e-12
1,CYFIP1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,88.0,69.0,0.9999999999989999,1.000088900582341e-12
1,DARS1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,55.0,54.0,0.9999999999989999,1.000088900582341e-12
1,DARS1,TMEMmyc,0.9999999999989999,0.5655549745098111,9.873477377208413e-11,0.4344450253914541,74.0,67.0,0.9999999999989999,1.000088900582341e-12
1,DCTN1,TMEMV5,0.9999999999989999,0.5534859635977887,1.3827067593233304e-10,0.4465140362639406,138.0,86.0,0.9999999999989999,1.000088900582341e-12
